ItemCondition	OriginalTokenNumber	Region	TokenizedTokenNumber	TokenizedWord	Experiment	Item	Condition
# PP1 3 b	7	PreHeadNP	13	ब्रेड	PP1	3	b
# PP1 3 b	8	PreHeadNP	14	कहते	PP1	3	b
# PP1 3 b	8	PreHeadNP	15	हैं	PP1	3	b
# PP1 3 b	8	PreHeadNP	16	,	PP1	3	b
# PP1 3 b	9	HeadNP	17	स्वाद	PP1	3	b
# PP1 3 b	0	PreMainVerb	0	काफी	PP1	3	b
# PP1 3 b	0	PreMainVerb	1	मशहूर	PP1	3	b
# PP1 3 b	1	MainVerb	2	है।	PP1	3	b
# PP1 3 c	0	PreGenDep	0	लखनऊ	PP1	3	c
# PP1 3 c	0	PreGenDep	1	में	PP1	3	c
# PP1 3 c	1	PreGenDep	2	स्थित	PP1	3	c
# PP1 3 c	2	PreGenDep	3	अमीनाबाद	PP1	3	c
# PP1 3 c	2	PreGenDep	4	की	PP1	3	c
# PP1 3 c	3	PreGenDep	5	मैदे	PP1	3	c
# PP1 3 c	3	PreGenDep	6	की	PP1	3	c
# PP1 3 c	4	GenDep	7	रोटी	PP1	3	c
# PP1 3 c	4	GenDep	8	,	PP1	3	c
# PP1 3 c	5	PreHeadNP	9	जो	PP1	3	c
# PP1 3 c	6	PreHeadNP	10	खुशबूदार	PP1	3	c
# PP1 3 c	7	PreHeadNP	11	होती	PP1	3	c
# PP1 3 c	7	PreHeadNP	12	है	PP1	3	c
# PP1 3 c	7	PreHeadNP	13	,	PP1	3	c
# PP1 3 c	8	PreHeadNP	14	का	PP1	3	c
# PP1 3 c	9	HeadNP	15	स्वाद	PP1	3	c
# PP1 3 c	0	PreMainVerb	0	काफी	PP1	3	c
# PP1 3 c	0	PreMainVerb	1	मशहूर	PP1	3	c
# PP1 3 c	1	MainVerb	2	है।	PP1	3	c
# PP1 3 d	0	PreGenDep	0	लखनऊ	PP1	3	d
# PP1 3 d	0	PreGenDep	1	में	PP1	3	d
# PP1 3 d	1	PreGenDep	2	स्थित	PP1	3	d
# PP1 3 d	2	PreGenDep	3	अमीनाबाद	PP1	3	d
# PP1 3 d	2	PreGenDep	4	की	PP1	3	d
# PP1 3 d	3	PreGenDep	5	मैदे	PP1	3	d
# PP1 3 d	3	PreGenDep	6	की	PP1	3	d
# PP1 3 d	4	GenDep	7	रोटी	PP1	3	d
# PP1 3 d	4	GenDep	8	का	PP1	3	d
# PP1 3 d	4	GenDep	9	,	PP1	3	d
# PP1 3 d	5	PreHeadNP	10	जो	PP1	3	d
# PP1 3 d	6	PreHeadNP	11	खुशबूदार	PP1	3	d
# PP1 3 d	7	PreHeadNP	12	होती	PP1	3	d
# PP1 3 d	7	PreHeadNP	13	है	PP1	3	d
# PP1 3 d	7	PreHeadNP	14	,	PP1	3	d
# PP1 3 d	8	HeadNP	15	स्वाद	PP1	3	d
# PP1 3 d	0	PreMainVerb	0	काफी	PP1	3	d
# PP1 3 d	0	PreMainVerb	1	मशहूर	PP1	3	d
# PP1 3 d	1	MainVerb	2	है।	PP1	3	d
# PP1 4 a	0	PreGenDep	0	पिछले	PP1	4	a
# PP1 4 a	0	PreGenDep	1	साल	PP1	4	a
# PP1 4 a	1	PreGenDep	2	आन्ध्र	PP1	4	a
# PP1 4 a	1	PreGenDep	3	प्रदेश	PP1	4	a
# PP1 4 a	1	PreGenDep	4	के	PP1	4	a
# PP1 4 a	2	GenDep	5	नकसली	PP1	4	a
# PP1 4 a	2	GenDep	6	नेता	PP1	4	a
# PP1 4 a	2	GenDep	7	,	PP1	4	a
# PP1 4 a	3	PreHeadNP	8	जिनको	PP1	4	a
# PP1 4 a	4	PreHeadNP	9	बरसों	PP1	4	a
# PP1 4 a	4	PreHeadNP	10	से	PP1	4	a
# PP1 4 a	5	PreHeadNP	11	पुलिस	PP1	4	a
# PP1 4 a	6	PreHeadNP	12	ढूंड	PP1	4	a
# PP1 4 a	6	PreHeadNP	13	रही	PP1	4	a
# PP1 4 a	6	PreHeadNP	14	है	PP1	4	a
# PP1 4 a	6	PreHeadNP	15	,	PP1	4	a
# PP1 4 a	7	PreHeadNP	16	की	PP1	4	a
# PP1 4 a	8	HeadNP	17	पत्नी	PP1	4	a
# PP1 4 a	9	PreMainVerb	18	इस	PP1	4	a
# PP1 4 a	9	PreMainVerb	19	गांव	PP1	4	a
# PP1 4 a	9	PreMainVerb	20	में	PP1	4	a
# PP1 4 a	10	MainVerb	21	देखी	PP1	4	a
# PP1 4 a	10	MainVerb	22	गई	PP1	4	a
# PP1 4 a	10	MainVerb	23	थी	PP1	4	a
# PP1 4 a	10	MainVerb	24	।	PP1	4	a
# PP1 4 b	0	PreGenDep	0	पिछले	PP1	4	b
# PP1 4 b	0	PreGenDep	1	साल	PP1	4	b
# PP1 4 b	1	PreGenDep	2	आन्ध्र	PP1	4	b
# PP1 4 b	1	PreGenDep	3	प्रदेश	PP1	4	b
# PP1 4 b	1	PreGenDep	4	के	PP1	4	b
# PP1 4 b	2	GenDep	5	नकसली	PP1	4	b
# PP1 4 b	2	GenDep	6	नेता	PP1	4	b
# PP1 4 b	2	GenDep	7	की	PP1	4	b
# PP1 4 b	2	GenDep	8	,	PP1	4	b
# PP1 4 b	3	PreHeadNP	9	जिनको	PP1	4	b
# PP1 4 b	4	PreHeadNP	10	बरसों	PP1	4	b
# PP1 4 b	4	PreHeadNP	11	से	PP1	4	b
# PP1 4 b	5	PreHeadNP	12	पुलिस	PP1	4	b
# PP1 4 b	6	PreHeadNP	13	ढूंड	PP1	4	b
# PP1 4 b	6	PreHeadNP	14	रही	PP1	4	b
# PP1 4 b	6	PreHeadNP	15	है	PP1	4	b
# PP1 4 b	6	PreHeadNP	16	,	PP1	4	b
# PP1 4 b	7	HeadNP	17	पत्नी	PP1	4	b
# PP1 4 b	8	PreMainVerb	18	इस	PP1	4	b
# PP1 4 b	8	PreMainVerb	19	गांव	PP1	4	b
# PP1 4 b	8	PreMainVerb	20	में	PP1	4	b
# PP1 4 b	9	MainVerb	21	देखी	PP1	4	b
# PP1 4 b	9	MainVerb	22	गई	PP1	4	b
# PP1 4 b	9	MainVerb	23	थी	PP1	4	b
# PP1 4 b	9	MainVerb	24	।	PP1	4	b
# PP1 4 c	0	PreGenDep	0	पिछले	PP1	4	c
# PP1 4 c	0	PreGenDep	1	साल	PP1	4	c
# PP1 4 c	1	PreGenDep	2	आन्ध्र	PP1	4	c
# PP1 4 c	1	PreGenDep	3	प्रदेश	PP1	4	c
# PP1 4 c	1	PreGenDep	4	के	PP1	4	c
# PP1 4 c	2	GenDep	5	नकसली	PP1	4	c
# PP1 4 c	2	GenDep	6	नेता	PP1	4	c
# PP1 4 c	2	GenDep	7	,	PP1	4	c
# PP1 4 c	3	PreHeadNP	8	जो	PP1	4	c
# PP1 4 c	4	PreHeadNP	9	काफी	PP1	4	c
# PP1 4 c	4	PreHeadNP	10	दबंग	PP1	4	c
# PP1 4 c	5	PreHeadNP	11	हैं	PP1	4	c
# PP1 4 c	5	PreHeadNP	12	,	PP1	4	c
# PP1 4 c	6	PreHeadNP	13	की	PP1	4	c
# PP1 4 c	7	HeadNP	14	पत्नी	PP1	4	c
# PP1 4 c	8	PreMainVerb	15	इस	PP1	4	c
# PP1 4 c	8	PreMainVerb	16	गांव	PP1	4	c
# PP1 4 c	8	PreMainVerb	17	में	PP1	4	c
# PP1 4 c	9	MainVerb	18	देखी	PP1	4	c
# PP1 4 c	9	MainVerb	19	गई	PP1	4	c
# PP1 4 c	9	MainVerb	20	थी	PP1	4	c
# PP1 4 c	9	MainVerb	21	।	PP1	4	c
# PP1 4 d	0	PreGenDep	0	पिछले	PP1	4	d
# PP1 4 d	0	PreGenDep	1	साल	PP1	4	d
# PP1 4 d	1	PreGenDep	2	आन्ध्र	PP1	4	d
# PP1 4 d	1	PreGenDep	3	प्रदेश	PP1	4	d
# PP1 4 d	1	PreGenDep	4	के	PP1	4	d
# PP1 4 d	2	GenDep	5	नकसली	PP1	4	d
# PP1 4 d	2	GenDep	6	नेता	PP1	4	d
# PP1 4 d	2	GenDep	7	की	PP1	4	d
# PP1 4 d	2	GenDep	8	,	PP1	4	d
# PP1 4 d	3	PreHeadNP	9	जो	PP1	4	d
# PP1 4 d	4	PreHeadNP	10	काफी	PP1	4	d
# PP1 4 d	4	PreHeadNP	11	दबंग	PP1	4	d
# PP1 4 d	5	PreHeadNP	12	हैं	PP1	4	d
# PP1 4 d	5	PreHeadNP	13	,	PP1	4	d
# PP1 4 d	6	HeadNP	14	पत्नी	PP1	4	d
# PP1 4 d	7	PreMainVerb	15	इस	PP1	4	d
# PP1 4 d	7	PreMainVerb	16	गांव	PP1	4	d
# PP1 4 d	7	PreMainVerb	17	में	PP1	4	d
# PP1 4 d	8	MainVerb	18	देखी	PP1	4	d
# PP1 4 d	8	MainVerb	19	गई	PP1	4	d
# PP1 4 d	8	MainVerb	20	थी	PP1	4	d
# PP1 4 d	8	MainVerb	21	।	PP1	4	d
# PP1 5 a	0	PreGenDep	0	इस	PP1	5	a
# PP1 5 a	0	PreGenDep	1	महीने	PP1	5	a
# PP1 5 a	1	PreGenDep	2	उड़िसा	PP1	5	a
# PP1 5 a	1	PreGenDep	3	की	PP1	5	a
# PP1 5 a	2	GenDep	4	राजधानी	PP1	5	a
# PP1 5 a	2	GenDep	5	,	PP1	5	a
# PP1 5 a	3	PreHeadNP	6	जिसको	PP1	5	a
# PP1 5 a	4	PreHeadNP	7	देखने	PP1	5	a
# PP1 5 a	5	PreHeadNP	8	दुनिया	PP1	5	a
# PP1 5 a	5	PreHeadNP	9	भर	PP1	5	a
# PP1 5 a	5	PreHeadNP	10	से	PP1	5	a
# PP1 5 a	6	PreHeadNP	11	लोग	PP1	5	a
# PP1 5 a	7	PreHeadNP	12	आते	PP1	5	a
# PP1 5 a	7	PreHeadNP	13	हैं	PP1	5	a
# PP1 5 a	7	PreHeadNP	14	,	PP1	5	a
# PP1 5 a	8	PreHeadNP	15	के	PP1	5	a
# PP1 5 a	9	HeadNP	16	कलेक्टर	PP1	5	a
# PP1 5 a	9	HeadNP	17	ने	PP1	5	a
# PP1 5 a	10	PreMainVerb	18	अपना	PP1	5	a
# PP1 5 a	11	PreMainVerb	19	इस्तीफा	PP1	5	a
# PP1 5 a	12	MainVerb	20	दे	PP1	5	a
# PP1 5 a	12	MainVerb	21	दिया	PP1	5	a
# PP1 5 a	12	MainVerb	22	।	PP1	5	a
# PP1 5 b	0	PreGenDep	0	इस	PP1	5	b
# PP1 5 b	0	PreGenDep	1	महीने	PP1	5	b
# PP1 5 b	1	PreGenDep	2	उड़िसा	PP1	5	b
# PP1 5 b	1	PreGenDep	3	की	PP1	5	b
# PP1 5 b	2	GenDep	4	राजधानी	PP1	5	b
# PP1 5 b	2	GenDep	5	के	PP1	5	b
# PP1 5 b	2	GenDep	6	,	PP1	5	b
# PP1 5 b	3	PreHeadNP	7	जिसको	PP1	5	b
# PP1 5 b	4	PreHeadNP	8	देखने	PP1	5	b
# PP1 5 b	5	PreHeadNP	9	दुनिया	PP1	5	b
# PP1 5 b	5	PreHeadNP	10	भर	PP1	5	b
# PP1 5 b	5	PreHeadNP	11	से	PP1	5	b
# PP1 5 b	6	PreHeadNP	12	लोग	PP1	5	b
# PP1 5 b	7	PreHeadNP	13	आते	PP1	5	b
# PP1 5 b	7	PreHeadNP	14	हैं	PP1	5	b
# PP1 5 b	7	PreHeadNP	15	,	PP1	5	b
# PP1 5 b	8	HeadNP	16	कलेक्टर	PP1	5	b
# PP1 5 b	8	HeadNP	17	ने	PP1	5	b
# PP1 5 b	9	PreMainVerb	18	अपना	PP1	5	b
# PP1 5 b	10	PreMainVerb	19	इस्तीफा	PP1	5	b
# PP1 5 b	11	MainVerb	20	दे	PP1	5	b
# PP1 5 b	11	MainVerb	21	दिया	PP1	5	b
# PP1 5 b	11	MainVerb	22	।	PP1	5	b
# PP1 5 c	0	PreGenDep	0	इस	PP1	5	c
# PP1 5 c	0	PreGenDep	1	महीने	PP1	5	c
# PP1 5 c	1	PreGenDep	2	उड़िसा	PP1	5	c
# PP1 5 c	1	PreGenDep	3	की	PP1	5	c
# PP1 5 c	2	GenDep	4	राजधानी	PP1	5	c
# PP1 5 c	2	GenDep	5	,	PP1	5	c
# PP1 5 c	3	PreHeadNP	6	जो	PP1	5	c
# PP1 5 c	4	PreHeadNP	7	बहुत	PP1	5	c
# PP1 5 c	4	PreHeadNP	8	प्राचीन	PP1	5	c
# PP1 5 c	5	PreHeadNP	9	है	PP1	5	c
# PP1 5 c	5	PreHeadNP	10	,	PP1	5	c
# PP1 5 c	6	PreHeadNP	11	के	PP1	5	c
# PP1 5 c	7	HeadNP	12	कलेक्टर	PP1	5	c
# PP1 5 c	7	HeadNP	13	ने	PP1	5	c
# PP1 5 c	8	PreMainVerb	14	अपना	PP1	5	c
# PP1 5 c	9	PreMainVerb	15	इस्तीफा	PP1	5	c
# PP1 5 c	10	MainVerb	16	दे	PP1	5	c
# PP1 5 c	10	MainVerb	17	दिया	PP1	5	c
# PP1 5 c	10	MainVerb	18	।	PP1	5	c
# PP1 5 d	0	PreGenDep	0	इस	PP1	5	d
# PP1 5 d	0	PreGenDep	1	महीने	PP1	5	d
# PP1 5 d	1	PreGenDep	2	उड़िसा	PP1	5	d
# PP1 5 d	1	PreGenDep	3	की	PP1	5	d
# PP1 5 d	2	GenDep	4	राजधानी	PP1	5	d
# PP1 5 d	2	GenDep	5	के	PP1	5	d
# PP1 5 d	2	GenDep	6	,	PP1	5	d
# PP1 5 d	3	PreHeadNP	7	जो	PP1	5	d
# PP1 5 d	4	PreHeadNP	8	बहुत	PP1	5	d
# PP1 5 d	4	PreHeadNP	9	प्राचीन	PP1	5	d
# PP1 5 d	5	PreHeadNP	10	है	PP1	5	d
# PP1 5 d	5	PreHeadNP	11	,	PP1	5	d
# PP1 5 d	6	HeadNP	12	कलेक्टर	PP1	5	d
# PP1 5 d	6	HeadNP	13	ने	PP1	5	d
# PP1 5 d	7	PreMainVerb	14	अपना	PP1	5	d
# PP1 5 d	8	PreMainVerb	15	इस्तीफा	PP1	5	d
# PP1 5 d	9	MainVerb	16	दे	PP1	5	d
# PP1 5 d	9	MainVerb	17	दिया	PP1	5	d
# PP1 5 d	9	MainVerb	18	।	PP1	5	d
# PP1 6 a	0	PreGenDep	0	भारत	PP1	6	a
# PP1 6 a	0	PreGenDep	1	के	PP1	6	a
# PP1 6 a	1	PreGenDep	2	प्रधानमंत्री	PP1	6	a
# PP1 6 a	2	GenDep	3	मनमोहन	PP1	6	a
# PP1 6 a	2	GenDep	4	सिंह	PP1	6	a
# PP1 6 a	2	GenDep	5	,	PP1	6	a
# PP1 6 a	3	PreHeadNP	6	जिनको	PP1	6	a
# PP1 6 a	4	PreHeadNP	7	कई	PP1	6	a
# PP1 6 a	4	PreHeadNP	8	विश्वविद्यालयों	PP1	6	a
# PP1 6 a	4	PreHeadNP	9	ने	PP1	6	a
# PP1 6 a	5	PreHeadNP	10	पुरस्कार	PP1	6	a
# PP1 6 a	6	PreHeadNP	11	दिए	PP1	6	a
# PP1 6 a	6	PreHeadNP	12	हैं	PP1	6	a
# PP1 6 a	6	PreHeadNP	13	,	PP1	6	a
# PP1 6 a	7	PreHeadNP	14	का	PP1	6	a
# PP1 6 a	8	HeadNP	15	घर	PP1	6	a
# PP1 6 a	9	PreMainVerb	16	पंजाब	PP1	6	a
# PP1 6 a	9	PreMainVerb	17	में	PP1	6	a
# PP1 6 a	10	MainVerb	18	है।	PP1	6	a
# PP1 6 b	0	PreGenDep	0	भारत	PP1	6	b
# PP1 6 b	0	PreGenDep	1	के	PP1	6	b
# PP1 6 b	1	PreGenDep	2	प्रधानमंत्री	PP1	6	b
# PP1 6 b	2	GenDep	3	मनमोहन	PP1	6	b
# PP1 6 b	2	GenDep	4	सिंह	PP1	6	b
# PP1 6 b	2	GenDep	5	का	PP1	6	b
# PP1 6 b	2	GenDep	6	,	PP1	6	b
# PP1 6 b	3	PreHeadNP	7	जिनको	PP1	6	b
# PP1 6 b	4	PreHeadNP	8	कई	PP1	6	b
# PP1 6 b	4	PreHeadNP	9	विश्वविद्यालयों	PP1	6	b
# PP1 6 b	4	PreHeadNP	10	ने	PP1	6	b
# PP1 6 b	5	PreHeadNP	11	पुरस्कार	PP1	6	b
# PP1 6 b	6	PreHeadNP	12	दिए	PP1	6	b
# PP1 6 b	6	PreHeadNP	13	हैं	PP1	6	b
# PP1 6 b	6	PreHeadNP	14	,	PP1	6	b
# PP1 6 b	7	HeadNP	15	घर	PP1	6	b
# PP1 6 b	8	PreMainVerb	16	पंजाब	PP1	6	b
# PP1 6 b	8	PreMainVerb	17	में	PP1	6	b
# PP1 6 b	9	MainVerb	18	है।	PP1	6	b
# PP1 6 c	0	PreGenDep	0	भारत	PP1	6	c
# PP1 6 c	0	PreGenDep	1	के	PP1	6	c
# PP1 6 c	1	PreGenDep	2	प्रधानमंत्री	PP1	6	c
# PP1 6 c	2	GenDep	3	मनमोहन	PP1	6	c
# PP1 6 c	2	GenDep	4	सिंह	PP1	6	c
# PP1 6 c	2	GenDep	5	,	PP1	6	c
# PP1 6 c	3	PreHeadNP	6	जो	PP1	6	c
# PP1 6 c	4	PreHeadNP	7	बहुत	PP1	6	c
# PP1 6 c	4	PreHeadNP	8	मेहनती	PP1	6	c
# PP1 6 c	5	PreHeadNP	9	हैं	PP1	6	c
# PP1 6 c	5	PreHeadNP	10	,	PP1	6	c
# PP1 6 c	6	PreHeadNP	11	का	PP1	6	c
# PP1 6 c	7	HeadNP	12	घर	PP1	6	c
# PP1 6 c	8	PreMainVerb	13	पंजाब	PP1	6	c
# PP1 6 c	8	PreMainVerb	14	में	PP1	6	c
# PP1 6 c	9	MainVerb	15	है।	PP1	6	c
# PP1 6 d	0	PreGenDep	0	भारत	PP1	6	d
# PP1 6 d	0	PreGenDep	1	के	PP1	6	d
# PP1 6 d	1	PreGenDep	2	प्रधानमंत्री	PP1	6	d
# PP1 6 d	2	GenDep	3	मनमोहन	PP1	6	d
# PP1 6 d	2	GenDep	4	सिंह	PP1	6	d
# PP1 6 d	2	GenDep	5	का	PP1	6	d
# PP1 6 d	2	GenDep	6	,	PP1	6	d
# PP1 6 d	3	PreHeadNP	7	जो	PP1	6	d
# PP1 6 d	4	PreHeadNP	8	बहुत	PP1	6	d
# PP1 6 d	4	PreHeadNP	9	मेहनती	PP1	6	d
# PP1 6 d	5	PreHeadNP	10	हैं	PP1	6	d
# PP1 6 d	5	PreHeadNP	11	,	PP1	6	d
# PP1 6 d	6	HeadNP	12	घर	PP1	6	d
# PP1 6 d	7	PreMainVerb	13	पंजाब	PP1	6	d
# PP1 6 d	7	PreMainVerb	14	में	PP1	6	d
# PP1 6 d	8	MainVerb	15	है।	PP1	6	d
# PP1 7 a	0	PreGenDep	0	इस	PP1	7	a
# PP1 7 a	0	PreGenDep	1	फ़िल्म	PP1	7	a
# PP1 7 a	0	PreGenDep	2	की	PP1	7	a
# PP1 7 a	1	GenDep	3	हीरोइन	PP1	7	a
# PP1 7 a	1	GenDep	4	,	PP1	7	a
# PP1 7 a	2	PreHeadNP	5	जिनको	PP1	7	a
# PP1 7 a	3	PreHeadNP	6	इस	PP1	7	a
# PP1 7 a	3	PreHeadNP	7	देश	PP1	7	a
# PP1 7 a	3	PreHeadNP	8	में	PP1	7	a
# PP1 7 a	4	PreHeadNP	9	लाखों	PP1	7	a
# PP1 7 a	4	PreHeadNP	10	लोग	PP1	7	a
# PP1 7 a	5	PreHeadNP	11	प्यार	PP1	7	a
# PP1 7 a	5	PreHeadNP	12	करते	PP1	7	a
# PP1 7 a	5	PreHeadNP	13	हैं	PP1	7	a
# PP1 7 a	5	PreHeadNP	14	,	PP1	7	a
# PP1 7 a	6	PreHeadNP	15	का	PP1	7	a
# PP1 7 a	7	HeadNP	16	बेटा	PP1	7	a
# PP1 7 a	8	PreMainVerb	17	अब	PP1	7	a
# PP1 7 a	9	PreMainVerb	18	फ़िल्मों	PP1	7	a
# PP1 7 a	9	PreMainVerb	19	में	PP1	7	a
# PP1 7 a	10	MainVerb	20	काम	PP1	7	a
# PP1 7 a	10	MainVerb	21	करने	PP1	7	a
# PP1 7 a	10	MainVerb	22	लगा	PP1	7	a
# PP1 7 a	10	MainVerb	23	है	PP1	7	a
# PP1 7 a	10	MainVerb	24	।	PP1	7	a
# PP1 7 b	0	PreGenDep	0	इस	PP1	7	b
# PP1 7 b	0	PreGenDep	1	फ़िल्म	PP1	7	b
# PP1 7 b	0	PreGenDep	2	की	PP1	7	b
# PP1 7 b	1	GenDep	3	हीरोइन	PP1	7	b
# PP1 7 b	1	GenDep	4	का	PP1	7	b
# PP1 7 b	1	GenDep	5	,	PP1	7	b
# PP1 7 b	2	PreHeadNP	6	जिनको	PP1	7	b
# PP1 7 b	3	PreHeadNP	7	इस	PP1	7	b
# PP1 7 b	3	PreHeadNP	8	देश	PP1	7	b
# PP1 7 b	3	PreHeadNP	9	में	PP1	7	b
# PP1 7 b	4	PreHeadNP	10	लाखों	PP1	7	b
# PP1 7 b	4	PreHeadNP	11	लोग	PP1	7	b
# PP1 7 b	5	PreHeadNP	12	प्यार	PP1	7	b
# PP1 7 b	5	PreHeadNP	13	करते	PP1	7	b
# PP1 7 b	5	PreHeadNP	14	हैं	PP1	7	b
# PP1 7 b	5	PreHeadNP	15	,	PP1	7	b
# PP1 7 b	6	HeadNP	16	बेटा	PP1	7	b
# PP1 7 b	7	PreMainVerb	17	अब	PP1	7	b
# PP1 7 b	8	PreMainVerb	18	फ़िल्मों	PP1	7	b
# PP1 7 b	8	PreMainVerb	19	में	PP1	7	b
# PP1 7 b	9	MainVerb	20	काम	PP1	7	b
# PP1 7 b	9	MainVerb	21	करने	PP1	7	b
# PP1 7 b	9	MainVerb	22	लगा	PP1	7	b
# PP1 7 b	9	MainVerb	23	है	PP1	7	b
# PP1 7 b	9	MainVerb	24	।	PP1	7	b
# PP1 7 c	0	PreGenDep	0	इस	PP1	7	c
# PP1 7 c	0	PreGenDep	1	फ़िल्म	PP1	7	c
# PP1 7 c	0	PreGenDep	2	की	PP1	7	c
# PP1 7 c	1	GenDep	3	हीरोइन	PP1	7	c
# PP1 7 c	1	GenDep	4	,	PP1	7	c
# PP1 7 c	2	PreHeadNP	5	जो	PP1	7	c
# PP1 7 c	3	PreHeadNP	6	बहुत	PP1	7	c
# PP1 7 c	3	PreHeadNP	7	बूढ़ी	PP1	7	c
# PP1 7 c	4	PreHeadNP	8	हैं	PP1	7	c
# PP1 7 c	4	PreHeadNP	9	,	PP1	7	c
# PP1 7 c	5	PreHeadNP	10	का	PP1	7	c
# PP1 7 c	6	HeadNP	11	बेटा	PP1	7	c
# PP1 7 c	7	PreMainVerb	12	अब	PP1	7	c
# PP1 7 c	8	PreMainVerb	13	फ़िल्मों	PP1	7	c
# PP1 7 c	8	PreMainVerb	14	में	PP1	7	c
# PP1 7 c	9	MainVerb	15	काम	PP1	7	c
# PP1 7 c	9	MainVerb	16	करने	PP1	7	c
# PP1 7 c	9	MainVerb	17	लगा	PP1	7	c
# PP1 7 c	9	MainVerb	18	है	PP1	7	c
# PP1 7 c	9	MainVerb	19	।	PP1	7	c
# PP1 7 d	0	PreGenDep	0	इस	PP1	7	d
# PP1 7 d	0	PreGenDep	1	फ़िल्म	PP1	7	d
# PP1 7 d	0	PreGenDep	2	की	PP1	7	d
# PP1 7 d	1	GenDep	3	हीरोइन	PP1	7	d
# PP1 7 d	1	GenDep	4	का	PP1	7	d
# PP1 7 d	1	GenDep	5	,	PP1	7	d
# PP1 7 d	2	PreHeadNP	6	जो	PP1	7	d
# PP1 7 d	3	PreHeadNP	7	बहुत	PP1	7	d
# PP1 7 d	3	PreHeadNP	8	बूढ़ी	PP1	7	d
# PP1 7 d	4	PreHeadNP	9	हैं	PP1	7	d
# PP1 7 d	4	PreHeadNP	10	,	PP1	7	d
# PP1 7 d	5	HeadNP	11	बेटा	PP1	7	d
# PP1 7 d	6	PreMainVerb	12	अब	PP1	7	d
# PP1 7 d	7	PreMainVerb	13	फ़िल्मों	PP1	7	d
# PP1 7 d	7	PreMainVerb	14	में	PP1	7	d
# PP1 7 d	8	MainVerb	15	काम	PP1	7	d
# PP1 7 d	8	MainVerb	16	करने	PP1	7	d
# PP1 7 d	8	MainVerb	17	लगा	PP1	7	d
# PP1 7 d	8	MainVerb	18	है	PP1	7	d
# PP1 7 d	8	MainVerb	19	।	PP1	7	d
# PP1 8 a	0	PreGenDep	0	इस	PP1	8	a
# PP1 8 a	0	PreGenDep	1	गाड़ी	PP1	8	a
# PP1 8 a	0	PreGenDep	2	की	PP1	8	a
# PP1 8 a	1	GenDep	3	सीट	PP1	8	a
# PP1 8 a	1	GenDep	4	,	PP1	8	a
# PP1 8 a	2	PreHeadNP	5	जिसको	PP1	8	a
# PP1 8 a	3	PreHeadNP	6	जर्मनी	PP1	8	a
# PP1 8 a	3	PreHeadNP	7	में	PP1	8	a
# PP1 8 a	4	PreHeadNP	8	पिछले	PP1	8	a
# PP1 8 a	4	PreHeadNP	9	तीन	PP1	8	a
# PP1 8 a	4	PreHeadNP	10	दशक	PP1	8	a
# PP1 8 a	4	PreHeadNP	11	से	PP1	8	a
# PP1 8 a	5	PreHeadNP	12	बनाया	PP1	8	a
# PP1 8 a	5	PreHeadNP	13	जा	PP1	8	a
# PP1 8 a	5	PreHeadNP	14	रहा	PP1	8	a
# PP1 8 a	5	PreHeadNP	15	है	PP1	8	a
# PP1 8 a	5	PreHeadNP	16	,	PP1	8	a
# PP1 8 a	6	PreHeadNP	17	का	PP1	8	a
# PP1 8 a	7	HeadNP	18	रंग	PP1	8	a
# PP1 8 a	8	PreMainVerb	19	कभी	PP1	8	a
# PP1 8 a	9	MainVerb	20	उड़ता	PP1	8	a
# PP1 8 a	9	MainVerb	21	नहीं	PP1	8	a
# PP1 8 a	9	MainVerb	22	है	PP1	8	a
# PP1 8 a	9	MainVerb	23	।	PP1	8	a
# PP1 8 b	0	PreGenDep	0	इस	PP1	8	b
# PP1 8 b	0	PreGenDep	1	गाड़ी	PP1	8	b
# PP1 8 b	0	PreGenDep	2	की	PP1	8	b
# PP1 8 b	1	GenDep	3	सीट	PP1	8	b
# PP1 8 b	1	GenDep	4	का	PP1	8	b
# PP1 8 b	1	GenDep	5	,	PP1	8	b
# PP1 8 b	2	PreHeadNP	6	जिसको	PP1	8	b
# PP1 8 b	3	PreHeadNP	7	जर्मनी	PP1	8	b
# PP1 8 b	3	PreHeadNP	8	में	PP1	8	b
# PP1 8 b	4	PreHeadNP	9	पिछले	PP1	8	b
# PP1 8 b	4	PreHeadNP	10	तीन	PP1	8	b
# PP1 8 b	4	PreHeadNP	11	दशक	PP1	8	b
# PP1 8 b	4	PreHeadNP	12	से	PP1	8	b
# PP1 8 b	5	PreHeadNP	13	बनाया	PP1	8	b
# PP1 8 b	5	PreHeadNP	14	जा	PP1	8	b
# PP1 8 b	5	PreHeadNP	15	रहा	PP1	8	b
# PP1 8 b	5	PreHeadNP	16	है	PP1	8	b
# PP1 8 b	5	PreHeadNP	17	,	PP1	8	b
# PP1 8 b	6	HeadNP	18	रंग	PP1	8	b
# PP1 8 b	7	PreMainVerb	19	कभी	PP1	8	b
# PP1 8 b	8	MainVerb	20	उड़ता	PP1	8	b
# PP1 8 b	8	MainVerb	21	नहीं	PP1	8	b
# PP1 8 b	8	MainVerb	22	है	PP1	8	b
# PP1 8 b	8	MainVerb	23	।	PP1	8	b
# PP1 8 c	0	PreGenDep	0	इस	PP1	8	c
# PP1 8 c	0	PreGenDep	1	गाड़ी	PP1	8	c
# PP1 8 c	0	PreGenDep	2	की	PP1	8	c
# PP1 8 c	1	GenDep	3	सीट	PP1	8	c
